id,project_code,name,project_type,clients,initial_sample_size,sample,cpi,other_cost,operation_select,finance_select,upload_document,tentative_start_date,tentative_end_date,estimated_time,man_days,total_achievement,remaining_interview,status,remark,created_by,assigned_to,created_at,is_active
1797,001glg434,Tissue Industry in EU,CATI,GLG,50,50,48.74,,1,0,,07-04-24 0:01,18-04-24 0:01,"11 days, 0:00:00",5.5,50,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:34,1
1796,001glg433,Va3on Property Rental Trends - Q2 2024,CATI,GLG,30,30,52,,1,0,,17-04-24 0:01,25-04-24 0:01,"8 days, 0:00:00",4.5,30,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:34,1
1795,001glg432,Generative AI Attitudes & Investment,CATI,GLG,30,30,49,,1,0,,17-04-24 0:01,26-04-24 0:01,"9 days, 0:00:00",3.5,30,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:34,1
1794,001glg431,Network Distributors and Customers,CATI,GLG,72,72,56,,1,0,,01-04-24 0:01,16-04-24 0:01,"15 days, 0:00:00",10.5,72,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:34,1
1793,001glg430,Industrial Equipment Buyers/Renters in Michigan Request,CATI,GLG,122,122,48.90163934,,1,0,,13-04-24 0:01,16-04-24 0:01,"3 days, 0:00:00",19.25,122,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:34,1
1792,001glg429,Datadog,CATI,GLG,10,10,52,,1,0,,18-04-24 0:01,26-04-24 0:01,"8 days, 0:00:00",1.25,10,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:34,1
1791,001glg428,Zebra Resellers - Wave 2,CATI,GLG,47,47,49.31914894,,1,0,,15-04-24 0:01,26-04-24 0:01,"11 days, 0:00:00",7.25,47,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:34,1
1790,001glg427,Ship Management Study,CATI,GLG,30,30,52.2,,1,0,,16-04-24 0:01,24-04-24 0:01,"8 days, 0:00:00",6,30,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:34,1
1789,001glg426,Ferrari Owners,CATI,GLG,40,40,48,,1,0,,15-04-24 0:01,19-04-24 0:01,"4 days, 0:00:00",5.5,40,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:34,1
1788,001glg425,Material Handling Survey (Re-Contact),CATI,GLG,73,73,5,,1,0,,10-04-24 0:01,18-04-24 0:01,"8 days, 0:00:00",5,73,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:34,1
1787,001glg424,Retail Stores,CATI,GLG,4,4,50,,1,0,,12-04-24 0:01,16-04-24 0:01,"4 days, 0:00:00",0.5,4,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:34,1
1786,001glg423,PTC Resellers,CATI,GLG,42,42,49.28571429,,1,0,,15-04-24 0:01,26-04-24 0:01,"11 days, 0:00:00",7,42,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:34,1
1785,001glg422,MSFT Azure Resellers,CATI,GLG,20,20,52,,1,0,,15-04-24 0:01,30-04-24 0:01,"15 days, 0:00:00",2.75,20,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:34,1
1784,001glg421,Satellites,CATI,GLG,35,35,50.68571429,,1,0,,09-04-24 0:01,10-05-24 0:01,"31 days, 0:00:00",6.5,35,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:34,1
1783,001glg420,Rig and Vessel Construction Study,CATI,GLG,10,10,51.5,,1,0,,09-04-24 0:01,16-04-24 0:01,"7 days, 0:00:00",1.25,10,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:34,1
1782,001glg419,Plant Based Dairy III,CATI,GLG,59,59,50,,1,0,,08-04-24 0:01,29-04-24 0:01,"21 days, 0:00:00",9.75,59,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:34,1
1781,001glg418,IBM Platinum Partners,CATI,GLG,24,24,49.08333333,,1,0,,05-04-24 0:01,16-04-24 0:01,"11 days, 0:00:00",3.75,24,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:34,1
1780,001glg417,Software Resellers - PTC,CATI,GLG,10,10,49,,1,0,,04-04-24 0:01,15-04-24 0:01,"11 days, 0:00:00",2.5,10,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:34,1
1779,001glg416,Fintech Payments V,CATI,GLG,28,28,49.57142857,,1,0,,04-04-24 0:01,16-04-24 0:01,"12 days, 0:00:00",5.25,28,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:34,1
1699,001glg415,Content Monetization Preferences (Survey #602501),CATI,GLG,6,6,51,,1,0,,03-04-24 0:01,17-04-24 0:01,"14 days, 0:00:00",6,6,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1698,001glg414,IT Resellers 2024,CATI,GLG,8,8,54,,1,0,,08-04-24 0:01,10-04-24 0:01,"2 days, 0:00:00",1.25,8,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1697,001glg413,Auto Dealer Survey Feasibility,CATI,GLG,32,32,49.75,,1,0,,07-04-24 0:01,25-04-24 0:01,"18 days, 0:00:00",12,32,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1696,001glg412,Moody’s and MSCI products - April Wave,CATI,GLG,42,42,54,,1,0,,04-04-24 0:01,12-04-24 0:01,"8 days, 0:00:00",6.75,42,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1695,001glg411,ED Tech US,CATI,GLG,38,38,49.84210526,,1,0,,04-04-24 0:01,16-04-24 0:01,"12 days, 0:00:00",4,38,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1694,001glg410,Software Resellers - Monday.com,CATI,GLG,15,15,49,,1,0,,04-04-24 0:01,12-04-24 0:01,"8 days, 0:00:00",1.75,15,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1693,001glg409,NICE Partner Trends - April Wave,CATI,GLG,17,17,48.70588235,,1,0,,04-04-24 0:01,16-04-24 0:01,"12 days, 0:00:00",2.75,17,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1692,001glg408,LPL Financial Advisors Study,CATI,GLG,83,83,46,,1,0,,02-04-24 0:01,12-04-24 0:01,"10 days, 0:00:00",13,83,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1691,001glg407,Financial Market Data Providers Survey - Next Wave March 2024,CATI,GLG,40,40,55,,1,0,,05-04-24 0:01,18-04-24 0:01,"13 days, 0:00:00",5.5,40,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1690,001glg406,Paint Contractor Trends,CATI,GLG,30,30,50.13333333,,1,0,,01-04-24 0:01,09-04-24 0:01,"8 days, 0:00:00",3.25,30,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1689,001glg405,Solar Market Trends_W3,CATI,GLG,26,26,54,,1,0,,09-03-24 0:01,28-03-24 0:01,"19 days, 0:00:00",4,26,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1688,001glg404,Locomotives and Railcar Survey - Re-run study,CATI,GLG,25,25,54,,1,0,,12-03-24 0:01,28-03-24 0:01,"16 days, 0:00:00",4.5,25,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1687,001glg403,Enterprise Networking Equipment Users,CATI,GLG,31,31,49.06451613,,1,0,,02-04-24 0:01,12-04-24 0:01,"10 days, 0:00:00",5.25,31,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1686,001glg402,Customers and Competitors Survey - Distributors Study,CATI,GLG,15,15,50.5,,1,0,,01-04-24 0:01,09-04-24 0:01,"8 days, 0:00:00",2.25,15,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1685,001glg401,Fashion E-commerce (Wave-2),CATI,GLG,42,42,51.0952381,,1,0,,01-04-24 0:01,10-04-24 0:01,"9 days, 0:00:00",5.75,42,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1684,001glg400,Holiday parks IV,CATI,GLG,60,60,50,,1,0,,12-03-24 0:01,27-03-24 0:01,"15 days, 0:00:00",9.25,60,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1683,001glg399,Vegetation Management,CATI,GLG,27,27,48.40740741,,1,0,,02-03-24 0:01,28-03-24 0:01,"26 days, 0:00:00",5.5,27,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1682,001glg398,Digital Identity Verifi3on,CATI,GLG,36,36,51.05555556,,1,0,,19-03-24 0:01,28-03-24 0:01,"9 days, 0:00:00",6,36,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1681,001glg397,Customers and Competitors Survey,CATI,GLG,16,16,51,,1,0,,05-03-24 0:01,27-03-24 0:01,"22 days, 0:00:00",2.5,16,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1680,001glg396,Mechanical Design Engineer & Contractor,CATI,GLG,90,90,48,,1,0,,12-03-24 0:01,26-03-24 0:01,"14 days, 0:00:00",14.75,90,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1679,001glg395,Global automotive survey,CATI,GLG,8,8,51,,1,0,,02-03-24 0:01,28-03-24 0:01,"26 days, 0:00:00",1.25,8,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1678,001glg394,IoT Use Case Study,CATI,GLG,44,44,40,,1,0,,10-03-24 0:01,26-03-24 0:01,"16 days, 0:00:00",7.75,44,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1677,001glg393,Financial Insights in Healthcare - Wave 2,CATI,GLG,22,22,51,,1,0,,04-03-24 0:01,26-03-24 0:01,"22 days, 0:00:00",3.5,22,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1676,001glg392,Medical Insurance Brokers,CATI,GLG,25,25,48,,1,0,,09-03-24 0:01,22-03-24 0:01,"13 days, 0:00:00",4,25,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1675,001glg391,Accounting and payroll,CATI,GLG,15,15,50,,1,0,,15-03-24 0:01,26-03-24 0:01,"11 days, 0:00:00",1.75,15,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1674,001glg390,K-12 Edu3on survey,CATI,GLG,19,19,22,,1,0,,22-03-24 0:01,27-03-24 0:01,"5 days, 0:00:00",3.75,19,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1673,001glg389,Switzerland Students & Alumni,CATI,GLG,81,81,40,,1,0,,01-03-24 0:01,21-03-24 0:01,"20 days, 0:00:00",13.5,81,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1672,001glg388,Payer Survey - Medical Trends,CATI,GLG,2,2,52,,1,0,,21-03-24 0:01,22-03-24 0:01,"1 day, 0:00:00",0.5,2,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1671,001glg387,Salon Owners and operator Trends,CATI,GLG,77,77,48.19480519,,1,0,,04-03-24 0:01,21-03-24 0:01,"17 days, 0:00:00",10.75,77,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1670,001glg386,Building Material Distributors (Provider HVAC survey),CATI,GLG,31,31,48.29032258,,1,0,,21-03-24 0:01,28-03-24 0:01,"7 days, 0:00:00",4.25,31,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1669,001glg385,"Internet Connectivity in Tabasco, Mexico",CATI,GLG,101,101,47.18811881,,1,0,,10-03-24 0:01,19-03-24 0:01,"9 days, 0:00:00",16.25,101,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1668,001glg384,Advertising,CATI,GLG,22,22,48,,1,0,,01-03-24 0:01,21-03-24 0:01,"20 days, 0:00:00",4,22,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1667,001glg383,Supply Chain Management Solutions,CATI,GLG,59,59,51.47457627,,1,0,,19-03-24 0:01,22-03-24 0:01,"3 days, 0:00:00",8.25,59,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1666,001glg382,ESG operations strategy,CATI,GLG,43,43,56,,1,0,,03-03-24 0:01,18-03-24 0:01,"15 days, 0:00:00",7,43,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1665,001glg381,CEOs & CHROs in Aerospace & Defence Industry,CATI,GLG,46,46,40,,1,0,,03-03-24 0:01,18-03-24 0:01,"15 days, 0:00:00",7.25,46,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1664,001glg380,UK Ceramic Tiles,CATI,GLG,10,10,49,,1,0,,19-03-24 0:01,28-03-24 0:01,"9 days, 0:00:00",1.75,10,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:31,1
1663,001glg379,Technology Perspectives in Transportation,CATI,GLG,21,21,48.85714286,,1,0,,15-03-24 0:01,22-03-24 0:01,"7 days, 0:00:00",3.25,21,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1662,001glg378,Residential Door Locks,CATI,GLG,73,73,54.73972603,,1,0,,05-03-24 0:01,18-03-24 0:01,"13 days, 0:00:00",12.25,73,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1661,001glg377,Low Voltage Motors Survey,CATI,GLG,9,9,51,,1,0,,13-03-24 0:01,20-03-24 0:01,"7 days, 0:00:00",1.5,9,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1660,001glg376,Incontinence Pants Survey,CATI,GLG,36,36,48.13888889,,1,0,,09-03-24 0:01,13-03-24 0:01,"4 days, 0:00:00",2.5,36,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1659,001glg375,UK Food Banks,CATI,GLG,49,49,51.02040816,,1,0,,13-03-24 0:01,26-03-24 0:01,"13 days, 0:00:00",7,49,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1658,001glg374,Cross-border e-comm,CATI,GLG,30,30,49.53333333,,1,0,,12-03-24 0:01,15-03-24 0:01,"3 days, 0:00:00",4.75,30,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1657,001glg373,Semiconductor Survey,CATI,GLG,35,35,58,,1,0,,03-03-24 0:01,26-03-24 0:01,"23 days, 0:00:00",5,35,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1656,001glg372,Biometric Software,CATI,GLG,31,31,49.12903226,,1,0,,11-03-24 0:01,22-03-24 0:01,"11 days, 0:00:00",6.5,31,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1655,001glg371,HPC Sector,CATI,GLG,20,20,48,,1,0,,07-03-24 0:01,21-03-24 0:01,"14 days, 0:00:00",2,20,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1654,001glg370,Sales Tracking Software,CATI,GLG,14,14,49.14285714,,1,0,,07-03-24 0:01,18-03-24 0:01,"11 days, 0:00:00",2.5,14,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1653,001glg369,Clio Phone Survey,CATI,GLG,17,17,50.17647059,,1,0,,12-03-24 0:01,15-03-24 0:01,"3 days, 0:00:00",2.25,17,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1652,001glg368,Start-Up Sales Motion Research,CATI,GLG,45,45,49.26666667,,1,0,,07-03-24 0:01,18-03-24 0:01,"11 days, 0:00:00",7.25,45,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1651,001glg367,TMS Software Users,CATI,GLG,14,14,49,,1,0,,12-03-24 0:01,19-03-24 0:01,"7 days, 0:00:00",1.25,14,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1650,001glg366,SMB Lawfirm Survey,CATI,GLG,19,19,49.42105263,,1,0,,08-03-24 0:01,18-03-24 0:01,"10 days, 0:00:00",3.5,19,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1649,001glg365,Commercial Lighting,CATI,GLG,21,21,48.66666667,,1,0,,07-03-24 0:01,14-03-24 0:01,"7 days, 0:00:00",3.25,21,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1648,001glg364,Customers of supply chain risk management software,CATI,GLG,105,105,51.78095238,,1,0,,07-03-24 0:01,18-03-24 0:01,"11 days, 0:00:00",16.5,105,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1647,001glg363,Banking Technology,CATI,GLG,39,39,50.79487179,,1,0,,06-03-24 0:01,14-03-24 0:01,"8 days, 0:00:00",5.5,39,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1646,001glg362,Public Cloud Management Services,CATI,GLG,27,27,51,,1,0,,07-03-24 0:01,18-03-24 0:01,"11 days, 0:00:00",3.75,27,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1645,001glg361,Future of Corporate Services,CATI,GLG,54,54,51.22222222,,1,0,,09-03-24 0:01,22-03-24 0:01,"13 days, 0:00:00",7.5,54,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1644,001glg360,Trucks and truck-related services,CATI,GLG,9,9,51.11111111,,1,0,,06-03-24 0:01,27-03-24 0:01,"21 days, 0:00:00",1.5,9,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1643,001glg359,Wellbeing Software for Employers,CATI,GLG,14,14,49.28571429,,1,0,,04-03-24 0:01,08-03-24 0:01,"4 days, 0:00:00",2.25,14,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1642,001glg358,Pool Corps (March Wave),CATI,GLG,60,60,56,,1,0,,13-03-24 0:01,27-03-24 0:01,"14 days, 0:00:00",8,60,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1641,001glg357,Powersport Study (March Wave),CATI,GLG,35,35,52,,1,0,,15-03-24 0:01,22-03-24 0:01,"7 days, 0:00:00",5,35,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1640,001glg356,Broker Telehealth Solutions,CATI,GLG,14,14,48,,1,0,,04-03-24 0:01,11-03-24 0:01,"7 days, 0:00:00",2.25,14,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1639,001glg355,Big Grocery Retail,CATI,GLG,1,1,49,,1,0,,05-03-24 0:01,15-03-24 0:01,"10 days, 0:00:00",0.25,1,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1638,001glg354,Factory Automation Survey,CATI,GLG,23,23,53,,1,0,,04-03-24 0:01,11-03-24 0:01,"7 days, 0:00:00",4,23,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1637,001glg353,Portable Storage Rentals,CATI,GLG,30,30,48.56666667,,1,0,,07-03-24 0:01,14-03-24 0:01,"7 days, 0:00:00",4.5,30,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1636,001glg352,Boutique Gyms,CATI,GLG,30,30,48.7,,1,0,,05-03-24 0:01,14-03-24 0:01,"9 days, 0:00:00",5,30,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1635,001glg351,Loan Origination Software,CATI,GLG,39,39,49.30769231,,1,0,,01-03-24 0:01,08-03-24 0:01,"7 days, 0:00:00",6.5,39,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1634,001glg350,4 Car Platforms,CATI,GLG,46,46,40,,1,0,,01-03-24 0:01,08-03-24 0:01,"7 days, 0:00:00",6.75,46,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1633,001glg349,CMMC Solutions,CATI,GLG,35,35,49.08571429,,1,0,,04-03-24 0:01,14-03-24 0:01,"10 days, 0:00:00",5.25,35,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1632,001glg348,Debt Collectors III,CATI,GLG,45,45,48,,1,0,,08-02-24 0:01,29-02-24 0:01,"21 days, 0:00:00",7.5,45,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1631,001glg347,Subsurface Mining Equipment,CATI,GLG,28,28,48.64285714,,1,0,,08-02-24 0:01,29-02-24 0:01,"21 days, 0:00:00",4.25,28,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1630,001glg346,Future of Transformations,CATI,GLG,5,5,51.4,,1,0,,14-02-24 0:01,28-02-24 0:01,"14 days, 0:00:00",0.75,5,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1629,001glg345,Legal Software Solutions,CATI,GLG,27,27,40,,1,0,,08-02-24 0:01,27-02-24 0:01,"19 days, 0:00:00",4.25,27,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1628,001glg344,MongoDB Resellers,CATI,GLG,31,31,49,,1,0,,03-02-24 0:01,26-02-24 0:01,"23 days, 0:00:00",4,31,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1627,001glg343,Oracle Resellers,CATI,GLG,50,50,50.12,,1,0,,14-02-24 0:01,26-02-24 0:01,"12 days, 0:00:00",9.25,50,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1626,001glg342,Florida Home Lenders and Title Agents,CATI,GLG,24,24,49.25,,1,0,,05-02-24 0:01,29-02-24 0:01,"24 days, 0:00:00",3.5,24,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1625,001glg341,Packaged Group Tours,CATI,GLG,24,24,48,,1,0,,26-02-24 0:01,29-02-24 0:01,"3 days, 0:00:00",5,24,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1624,001glg340,Future of Risk - Survey 1 - Management Senior Leaders,CATI,GLG,73,73,52.09589041,,1,0,,12-02-24 0:01,26-02-24 0:01,"14 days, 0:00:00",12.5,73,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1623,001glg339,Claims Management,CATI,GLG,12,12,49,,1,0,,05-02-24 0:01,23-02-24 0:01,"18 days, 0:00:00",2.75,12,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1622,001glg338,Trends in Managed Service Providers,CATI,GLG,11,11,48.09090909,,1,0,,23-02-24 0:01,26-02-24 0:01,"3 days, 0:00:00",2,11,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1621,001glg337,Alcoholic Beverages,CATI,GLG,38,38,50,,1,0,,05-02-24 0:01,22-02-24 0:01,"17 days, 0:00:00",7,38,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1620,001glg336,Water Procurement,CATI,GLG,72,72,48.13888889,,1,0,,08-02-24 0:01,21-02-24 0:01,"13 days, 0:00:00",18.5,72,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1619,001glg335,Container Shipping,CATI,GLG,45,45,54,,1,0,,05-02-24 0:01,21-02-24 0:01,"16 days, 0:00:00",7,45,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1618,001glg334,Material Handling Survey,CATI,GLG,87,87,48.89655172,,1,0,,20-02-24 0:01,29-02-24 0:01,"9 days, 0:00:00",12,87,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1617,001glg333,Bovine Artificial Insemination,CATI,GLG,13,13,50,,1,0,,08-02-24 0:01,20-02-24 0:01,"12 days, 0:00:00",2.5,13,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1616,001glg332,Security Software,CATI,GLG,41,41,51,,1,0,,06-02-24 0:01,22-02-24 0:01,"16 days, 0:00:00",7.5,41,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1615,001glg331,Digital Transformation in Manufacturing Survey,CATI,GLG,195,195,40,,1,0,,03-03-24 0:01,06-04-24 0:01,"34 days, 0:00:00",30.25,195,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1614,001glg330,Health Benefits,CATI,GLG,70,70,49.42857143,,1,0,,19-02-24 0:01,26-02-24 0:01,"7 days, 0:00:00",11.25,70,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1613,001glg329,Medical Replacement Parts,CATI,GLG,11,11,40.09090909,,1,0,,19-02-24 0:01,23-02-24 0:01,"4 days, 0:00:00",2,11,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1612,001glg328,Bed Banks,CATI,GLG,44,44,48,,1,0,,15-02-24 0:01,26-02-24 0:01,"11 days, 0:00:00",6.5,44,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1611,001glg327,Network Survey - Modular Space II,CATI,GLG,56,56,49.39285714,,1,0,,05-02-24 0:01,15-02-24 0:01,"10 days, 0:00:00",8.25,56,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1610,001glg326,Document Management Top-Off,CATI,GLG,14,14,48.85714286,,1,0,,16-02-24 0:01,22-02-24 0:01,"6 days, 0:00:00",1.5,14,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1609,001glg325,Insurance Software,CATI,GLG,19,19,48.78947368,,1,0,,14-02-24 0:01,23-02-24 0:01,"9 days, 0:00:00",3.25,19,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1608,001glg324,Supplier Trends/Trends in Meat Production Survey,CATI,GLG,34,34,48.14705882,,1,0,,04-02-24 0:01,19-02-24 0:01,"15 days, 0:00:00",5,34,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1607,001glg323,Church Management software,CATI,GLG,151,151,50.00662252,,1,0,,21-02-24 0:01,22-03-24 0:01,"30 days, 0:00:00",25,151,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1606,001glg322,Supply Chain,CATI,GLG,26,26,50,,1,0,,14-02-24 0:01,22-02-24 0:01,"8 days, 0:00:00",4.75,26,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1605,001glg321,Cargo Control Equipment,CATI,GLG,34,34,50.91176471,,1,0,,13-02-24 0:01,23-02-24 0:01,"10 days, 0:00:00",4.25,34,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1604,001glg320,ESG Data Platforms,CATI,GLG,40,40,49.2,,1,0,,14-02-24 0:01,22-02-24 0:01,"8 days, 0:00:00",6.5,40,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1603,001glg319,General contractors C-Suite Survey,CATI,GLG,74,74,51,,1,0,,12-02-24 0:01,20-02-24 0:01,"8 days, 0:00:00",13,74,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
1602,001glg318,Patient Code of Conduct Benchmarking,CATI,GLG,26,26,49,,1,0,,19-02-24 0:01,29-02-24 0:01,"10 days, 0:00:00",7,26,0,Completed,-,Saransh Sharma,Navneet Tiwari,16-09-24 14:30,1
